word,neg_docs_with_word,pos_docs_with_word,neg_docs_without_word,pos_docs_without_word,neg_rate,pos_rate,doc_freq_total,odds_ratio_neg_vs_pos,log2_odds_neg_vs_pos,chi_square_df1,p_value,n_negative_docs,n_positive_docs,favours,p_value_fdr_bh,significant_5pct
issues,8,22,582,458,0.013559322033898305,0.04583333333333333,30,0.2973581306628517,-1.7497265710259233,10.116454349558163,0.0014695142829222862,590,480,positive,0.00312788180702334,True
minor,6,19,584,461,0.010169491525423728,0.03958333333333333,25,0.2631879098944967,-1.9258348776070384,10.035158408347526,0.0015358033921917915,590,480,positive,0.0032559031914465983,True
wait,15,31,575,449,0.025423728813559324,0.06458333333333334,46,0.3843310854605381,-1.3795784257308243,9.864971448560512,0.0016845529104312625,590,480,positive,0.0035289053064370317,True
create,12,27,578,453,0.020338983050847456,0.05625,39,0.3563290641942327,-1.4887179323289024,9.71872206070738,0.0018240030197040193,590,480,positive,0.0038059905529257095,True
short,5,17,585,463,0.00847457627118644,0.035416666666666666,22,0.2487983408564109,-2.0069512301833536,9.5401596199575,0.002010242602339199,590,480,positive,0.0041456364950964025,True
models,10,24,580,456,0.01694915254237288,0.05,34,0.33702473237356956,-1.5690736282177926,9.397310000500429,0.0021730403660829346,590,480,positive,0.004463997651255641,True
happens,8,21,582,459,0.013559322033898305,0.04375,29,0.31186745184150116,-1.6809951017043665,9.149008492261464,0.0024885287496328196,590,480,positive,0.005072770143482286,True
gone,6,18,584,462,0.010169491525423728,0.0375,24,0.2780153977758768,-1.8467633066158395,9.016324294325436,0.0026757894803949005,590,480,positive,0.0054164859994371775,True
novel,20,36,570,444,0.03389830508474576,0.075,56,0.43759979830237833,-1.1923160217208453,9.015099144662377,0.0026775836450047934,590,480,positive,0.0054164859994371775,True
bit,28,45,562,435,0.04745762711864407,0.09375,73,0.48495238095238097,-1.0440850035394893,8.922322021788608,0.0028170611847171986,590,480,positive,0.005676967406464317,True
added,7,19,583,461,0.011864406779661017,0.03958333333333333,26,0.3041988003427592,-1.7169136313153037,8.577406557160721,0.0034035980438231702,590,480,positive,0.006756205854780076,True
itll,7,19,583,461,0.011864406779661017,0.03958333333333333,26,0.3041988003427592,-1.7169136313153037,8.577406557160721,0.0034035980438231702,590,480,positive,0.006756205854780076,True
without,47,64,543,416,0.07966101694915254,0.13333333333333333,111,0.564351069368078,-0.8253351867540678,8.200420423604886,0.004188068392677497,590,480,positive,0.008190687262432005,True
